"id_aluno","sorteio_tratamento","tratamento_aplicado","nota_matematica","tempo","sexo","raca","escolaridade_pais","id_escola","naoatrito_t1","naoatrito_t2"
247,0,0,45.1864186929968,0,0,0,3,13,1,1
247,0,0,43.1678322734365,1,0,0,3,13,1,1
247,0,0,44.3677126939951,2,0,0,3,13,1,1
248,1,1,43.9700234015387,-2,0,0,4,13,0,1
248,1,1,43.7406536470837,-1,0,0,4,13,0,1
248,1,1,47.7425936910564,0,0,0,4,13,0,1
248,1,1,57.5784825029408,2,0,0,4,13,0,1
249,1,1,46.522525568626,-2,1,1,3,13,0,1
249,1,1,42.0610680254095,-1,1,1,3,13,0,1
249,1,1,50.0204730715678,0,1,1,3,13,0,1
249,1,1,74.2472842522625,2,1,1,3,13,0,1
250,0,0,51.3433572947706,-2,0,0,4,13,1,1
250,0,0,51.9338877696195,-1,0,0,4,13,1,1
250,0,0,49.9114718017123,0,0,0,4,13,1,1
250,0,0,50.7076746396173,1,0,0,4,13,1,1
250,0,0,50.1033970259857,2,0,0,4,13,1,1
251,0,0,50.5327992307459,-2,1,0,3,13,0,1
251,0,0,43.0927705132028,-1,1,0,3,13,0,1
251,0,0,47.0682261841234,0,1,0,3,13,0,1
251,0,0,44.4956470368933,2,1,0,3,13,0,1
252,1,0,49.5868365091372,-2,0,0,5,13,1,1
252,1,0,46.1889680033362,-1,0,0,5,13,1,1
252,1,0,45.887679271277,0,0,0,5,13,1,1
252,1,0,43.3341545261822,1,0,0,5,13,1,1
252,1,0,43.9619687768276,2,0,0,5,13,1,1
253,0,0,49.8512097882005,-2,1,0,3,13,1,1
253,0,0,48.3973415796192,-1,1,0,3,13,1,1
253,0,0,48.3348082022643,0,1,0,3,13,1,1
253,0,0,51.5392326410862,1,1,0,3,13,1,1
253,0,0,48.3828925580632,2,1,0,3,13,1,1
254,1,1,56.4370323799048,-2,0,1,3,13,1,0
254,1,1,54.5291343424748,-1,0,1,3,13,1,0
254,1,1,52.0955051735309,0,0,1,3,13,1,0
254,1,1,62.7975453519075,1,0,1,3,13,1,0
255,0,0,42.6358271522814,-2,1,0,3,13,1,1
255,0,0,43.8256205046313,-1,1,0,3,13,1,1
255,0,0,48.9769251309094,0,1,0,3,13,1,1
255,0,0,47.1397236988692,1,1,0,3,13,1,1
255,0,0,49.6353546914139,2,1,0,3,13,1,1
256,0,0,51.4801532985572,-2,0,1,4,13,1,1
256,0,0,47.8240081428209,-1,0,1,4,13,1,1
256,0,0,46.849803774749,0,0,1,4,13,1,1
256,0,0,46.6874039614697,1,0,1,4,13,1,1
256,0,0,47.520740634326,2,0,1,4,13,1,1
257,1,1,45.7125569420874,-2,0,0,4,13,1,1
257,1,1,50.9460101106775,-1,0,0,4,13,1,1
257,1,1,47.3072398796102,0,0,0,4,13,1,1
257,1,1,51.7577792555181,1,0,0,4,13,1,1
257,1,1,58.2298478804246,2,0,0,4,13,1,1
258,1,1,51.0815587159858,-2,0,0,5,13,1,1
258,1,1,56.6599072847555,-1,0,0,5,13,1,1
258,1,1,54.0073653752118,0,0,0,5,13,1,1
258,1,1,61.3200193827683,1,0,0,5,13,1,1
258,1,1,68.7679194292038,2,0,0,5,13,1,1
259,0,0,48.86304347757,-2,0,1,3,13,1,1
259,0,0,48.0560608336629,-1,0,1,3,13,1,1
259,0,0,47.4888001882312,0,0,1,3,13,1,1
259,0,0,46.3865404591147,1,0,1,3,13,1,1
259,0,0,47.3517997804953,2,0,1,3,13,1,1
260,0,0,48.8157761460619,-2,1,0,3,13,1,1
260,0,0,53.0673678149557,-1,1,0,3,13,1,1
260,0,0,51.3155880367863,0,1,0,3,13,1,1
260,0,0,49.660368934826,1,1,0,3,13,1,1
260,0,0,52.9352818083254,2,1,0,3,13,1,1
261,0,0,52.0935962345867,-2,0,0,4,14,1,1
261,0,0,53.0836758053509,-1,0,0,4,14,1,1
261,0,0,54.7451416569843,0,0,0,4,14,1,1
261,0,0,56.3796071059001,1,0,0,4,14,1,1
261,0,0,56.3048810772477,2,0,0,4,14,1,1
262,0,0,44.113344149531,-2,1,1,5,14,1,1
262,0,0,51.2621497754611,-1,1,1,5,14,1,1
262,0,0,51.4941501471381,0,1,1,5,14,1,1
262,0,0,49.70532771968,1,1,1,5,14,1,1
262,0,0,49.6919638194409,2,1,1,5,14,1,1
263,1,1,49.4812979599192,-2,0,0,3,14,1,1
263,1,1,55.0058995062121,-1,0,0,3,14,1,1
263,1,1,48.7575568850792,0,0,0,3,14,1,1
263,1,1,51.7447748959416,1,0,0,3,14,1,1
263,1,1,63.8563218407017,2,0,0,3,14,1,1
264,1,1,46.4669948951678,-2,0,0,4,14,1,1
264,1,1,49.0617384528395,-1,0,0,4,14,1,1
264,1,1,49.9646622846848,0,0,0,4,14,1,1
264,1,1,57.8612496692364,1,0,0,4,14,1,1
264,1,1,61.7419695074423,2,0,0,4,14,1,1
265,0,0,41.9758447669087,-2,1,1,3,14,0,0
265,0,0,47.6836128113176,-1,1,1,3,14,0,0
265,0,0,48.5344325875312,0,1,1,3,14,0,0
266,0,0,54.6485811320066,-2,1,0,3,14,1,1
266,0,0,54.670383776123,-1,1,0,3,14,1,1
266,0,0,53.9735409466911,0,1,0,3,14,1,1
266,0,0,58.3787683588062,1,1,0,3,14,1,1
266,0,0,52.3089273188567,2,1,0,3,14,1,1
267,0,0,57.2952894752926,-2,1,0,4,14,1,0
267,0,0,51.2769334366801,-1,1,0,4,14,1,0
267,0,0,49.6182286352358,0,1,0,4,14,1,0
267,0,0,48.1473236941105,1,1,0,4,14,1,0
268,1,1,52.6996032754534,-2,0,0,5,14,1,1
268,1,1,50.3858391657038,-1,0,0,5,14,1,1
268,1,1,54.9926363624066,0,0,0,5,14,1,1
268,1,1,57.2539272482539,1,0,0,5,14,1,1
268,1,1,68.6309163068439,2,0,0,5,14,1,1
269,1,1,50.1408694999621,-2,0,0,5,14,1,1
269,1,1,48.4952546418165,-1,0,0,5,14,1,1
269,1,1,48.3151837592998,0,0,0,5,14,1,1
269,1,1,56.5537877903618,1,0,0,5,14,1,1
269,1,1,61.0920505814169,2,0,0,5,14,1,1
270,1,1,45.7149964696269,-2,0,0,4,14,1,1
270,1,1,52.9020234447192,-1,0,0,4,14,1,1
270,1,1,48.0447941084223,0,0,0,4,14,1,1
270,1,1,52.1656162753816,1,0,0,4,14,1,1
270,1,1,57.2706369176564,2,0,0,4,14,1,1
271,0,0,58.490550433594,-2,1,0,3,14,1,1
271,0,0,50.7804214451977,-1,1,0,3,14,1,1
271,0,0,50.5437821626235,0,1,0,3,14,1,1
271,0,0,51.6052167519501,1,1,0,3,14,1,1
271,0,0,48.4887063326124,2,1,0,3,14,1,1
272,0,0,48.7730101208864,-2,0,0,3,14,0,1
272,0,0,53.1771173958168,-1,0,0,3,14,0,1
272,0,0,50.1676497547784,0,0,0,3,14,0,1
272,0,0,49.5405044708795,2,0,0,3,14,0,1
273,1,1,52.2928911839931,-2,0,0,3,14,1,1
273,1,1,49.4846814461654,-1,0,0,3,14,1,1
273,1,1,48.4959427467867,0,0,0,3,14,1,1
273,1,1,51.2191612693853,1,0,0,3,14,1,1
273,1,1,57.7518954613837,2,0,0,3,14,1,1
274,0,0,44.6648164221013,-2,1,0,2,14,0,1
274,0,0,51.8920729759976,-1,1,0,2,14,0,1
274,0,0,45.0903427297024,0,1,0,2,14,0,1
274,0,0,41.9433546484612,2,1,0,2,14,0,1
275,0,0,46.9327976612609,-2,0,0,4,14,1,1
275,0,0,49.2625848115076,-1,0,0,4,14,1,1
275,0,0,50.1862369058639,0,0,0,4,14,1,1
275,0,0,50.2689732213082,1,0,0,4,14,1,1
275,0,0,46.8061450685522,2,0,0,4,14,1,1
276,0,0,51.8164586626335,-2,0,0,4,14,1,1
276,0,0,47.6291718799019,-1,0,0,4,14,1,1
276,0,0,47.8251440463382,0,0,0,4,14,1,1
276,0,0,51.2377534468162,1,0,0,4,14,1,1
276,0,0,50.049972794052,2,0,0,4,14,1,1
277,0,0,49.6077598925453,-2,1,0,5,14,1,1
277,0,0,49.9047913178624,-1,1,0,5,14,1,1
277,0,0,53.5146749727623,0,1,0,5,14,1,1
277,0,0,54.6521605929368,1,1,0,5,14,1,1
277,0,0,51.4710225551445,2,1,0,5,14,1,1
278,1,1,44.3388609162044,-2,0,0,4,14,0,1
278,1,1,49.5816561249943,-1,0,0,4,14,0,1
278,1,1,47.0785026022848,0,0,0,4,14,0,1
278,1,1,59.2450313906007,2,0,0,4,14,0,1
279,1,0,40.5585829628731,-2,1,0,4,14,0,1
279,1,0,52.2399025592693,-1,1,0,4,14,0,1
279,1,0,53.6534097021178,0,1,0,4,14,0,1
279,1,0,56.9062541092899,2,1,0,4,14,0,1
280,1,1,51.6760955938737,-2,1,0,3,14,1,1
280,1,1,47.3182981306732,-1,1,0,3,14,1,1
280,1,1,48.0387042992604,0,1,0,3,14,1,1
280,1,1,53.3965630289605,1,1,0,3,14,1,1
280,1,1,58.5204478994955,2,1,0,3,14,1,1
281,0,0,51.63315949987,-2,1,0,3,15,1,0
281,0,0,51.2109294785919,-1,1,0,3,15,1,0
281,0,0,52.2818011064262,0,1,0,3,15,1,0
281,0,0,52.8212242108786,1,1,0,3,15,1,0
282,0,0,51.0716787884457,-2,0,0,4,15,1,1
282,0,0,56.6942425633597,-1,0,0,4,15,1,1
282,0,0,54.1988770597241,0,0,0,4,15,1,1
282,0,0,54.4572897153204,1,0,0,4,15,1,1
282,0,0,50.7356393669731,2,0,0,4,15,1,1
283,0,0,50.6434648785529,-2,0,0,4,15,1,0
283,0,0,44.2475777303135,-1,0,0,4,15,1,0
283,0,0,49.7165221449468,0,0,0,4,15,1,0
283,0,0,50.6165577025015,1,0,0,4,15,1,0
284,1,1,55.0998272373737,-2,0,0,3,15,1,1
284,1,1,50.4955872477832,-1,0,0,3,15,1,1
284,1,1,53.11021815923,0,0,0,3,15,1,1
284,1,1,58.8440166730272,1,0,0,3,15,1,1
284,1,1,70.384352393493,2,0,0,3,15,1,1
285,0,0,54.1628174856537,-2,0,0,3,15,1,1
285,0,0,50.838784337065,-1,0,0,3,15,1,1
285,0,0,51.0787323361447,0,0,0,3,15,1,1
285,0,0,52.6544072651749,1,0,0,3,15,1,1
285,0,0,54.3509560979629,2,0,0,3,15,1,1
286,1,1,44.8544074534729,-2,1,1,5,15,1,1
286,1,1,47.1050314352241,-1,1,1,5,15,1,1
286,1,1,47.7670710250132,0,1,1,5,15,1,1
286,1,1,58.4469855407035,1,1,1,5,15,1,1
286,1,1,72.8644749281234,2,1,1,5,15,1,1
287,1,1,50.9527611261873,-2,0,0,3,15,0,1
287,1,1,50.8399020696728,-1,0,0,3,15,0,1
287,1,1,50.5028627908809,0,0,0,3,15,0,1
287,1,1,63.7764697717339,2,0,0,3,15,0,1
288,1,1,57.2280615814255,-2,0,1,4,15,1,1
288,1,1,57.3736426575102,-1,0,1,4,15,1,1
288,1,1,56.4791548551085,0,0,1,4,15,1,1
288,1,1,69.7921173304989,1,0,1,4,15,1,1
288,1,1,82.7163204945842,2,0,1,4,15,1,1
289,0,0,57.6087422551012,-2,1,0,3,15,1,0
289,0,0,46.5592795018757,-1,1,0,3,15,1,0
289,0,0,50.6797872842864,0,1,0,3,15,1,0
289,0,0,50.1854753496538,1,1,0,3,15,1,0
290,0,0,44.7452578695904,-2,0,1,4,15,0,1
290,0,0,47.1671648082868,-1,0,1,4,15,0,1
290,0,0,48.7708742978278,0,0,1,4,15,0,1
290,0,0,49.846813657363,2,0,1,4,15,0,1
291,0,0,52.8842040124239,-2,0,0,2,15,1,1
291,0,0,46.7128897473342,-1,0,0,2,15,1,1
291,0,0,51.1860940252526,0,0,0,2,15,1,1
291,0,0,49.5007535034663,1,0,0,2,15,1,1
291,0,0,52.533312787202,2,0,0,2,15,1,1
292,1,1,48.6724071127775,-2,1,0,4,15,0,1
292,1,1,48.3537345175549,-1,1,0,4,15,0,1
292,1,1,52.4009289487584,0,1,0,4,15,0,1
292,1,1,64.7560238436034,2,1,0,4,15,0,1
293,1,1,58.3837433669958,-2,0,0,4,15,1,1
293,1,1,55.3752275008142,-1,0,0,4,15,1,1
293,1,1,54.3779311983529,0,0,0,4,15,1,1
293,1,1,56.1664703787918,1,0,0,4,15,1,1
293,1,1,69.0605464755708,2,0,0,4,15,1,1
294,0,0,55.1222075122905,-2,1,0,5,15,1,1
294,0,0,58.0924729349953,-1,1,0,5,15,1,1
294,0,0,54.9744482768849,0,1,0,5,15,1,1
294,0,0,55.5166466405821,1,1,0,5,15,1,1
294,0,0,56.1843087574242,2,1,0,5,15,1,1
295,1,1,44.7942616881798,-2,0,0,4,15,1,1
295,1,1,49.620037145645,-1,0,0,4,15,1,1
295,1,1,51.6748092459409,0,0,0,4,15,1,1
295,1,1,51.1665535601946,1,0,0,4,15,1,1
295,1,1,63.3469827483153,2,0,0,4,15,1,1
296,0,0,60.410616168502,-2,1,1,4,15,1,1
296,0,0,54.5682468620437,-1,1,1,4,15,1,1
296,0,0,55.0396397941403,0,1,1,4,15,1,1
296,0,0,58.9117736823524,1,1,1,4,15,1,1
296,0,0,56.4614710299194,2,1,1,4,15,1,1
297,0,0,39.6403457144529,-2,0,0,4,15,1,1
297,0,0,55.5846524066159,-1,0,0,4,15,1,1
297,0,0,48.9401273517262,0,0,0,4,15,1,1
297,0,0,48.9257612084493,1,0,0,4,15,1,1
297,0,0,50.8772192183216,2,0,0,4,15,1,1
298,0,0,43.3806350208502,-2,1,0,4,15,1,1
298,0,0,42.2234769038616,-1,1,0,4,15,1,1
298,0,0,43.9429271475954,0,1,0,4,15,1,1
298,0,0,45.0172362062995,1,1,0,4,15,1,1
298,0,0,42.5766493430256,2,1,0,4,15,1,1
299,0,0,41.3400279776018,-2,0,0,3,15,1,1
299,0,0,49.2498246830702,-1,0,0,3,15,1,1
299,0,0,49.8653355519891,0,0,0,3,15,1,1
299,0,0,48.9453669489049,1,0,0,3,15,1,1
299,0,0,49.5656402005555,2,0,0,3,15,1,1
300,0,0,46.0303052556502,-2,0,1,4,15,1,1
300,0,0,49.3757359740303,-1,0,1,4,15,1,1
300,0,0,49.7256512208684,0,0,1,4,15,1,1
300,0,0,47.5196707448151,1,0,1,4,15,1,1
300,0,0,52.825129073378,2,0,1,4,15,1,1
301,0,0,42.0132544270138,-2,0,0,3,16,1,1
301,0,0,42.8351682721686,-1,0,0,3,16,1,1
301,0,0,42.5200833760606,0,0,0,3,16,1,1
301,0,0,42.7622914954039,1,0,0,3,16,1,1
301,0,0,39.0211572922346,2,0,0,3,16,1,1
302,0,0,51.0405799270426,-2,1,0,3,16,0,1
302,0,0,55.256665505502,-1,1,0,3,16,0,1
302,0,0,51.62272462964,0,1,0,3,16,0,1
302,0,0,49.499626775397,2,1,0,3,16,0,1
303,0,0,39.1609290477573,-2,1,1,4,16,0,1
303,0,0,52.2459260190237,-1,1,1,4,16,0,1
303,0,0,47.3655181441088,0,1,1,4,16,0,1
303,0,0,50.7120102848151,2,1,1,4,16,0,1
304,0,0,53.1335229886833,-2,0,0,4,16,1,1
304,0,0,39.7692056344679,-1,0,0,4,16,1,1
304,0,0,49.1291872874582,0,0,0,4,16,1,1
304,0,0,50.1400252619579,1,0,0,4,16,1,1
304,0,0,50.0400016288204,2,0,0,4,16,1,1
305,0,0,44.9328633704654,-2,1,0,2,16,0,1
305,0,0,47.1515502197757,-1,1,0,2,16,0,1
305,0,0,44.8251724358547,0,1,0,2,16,0,1
305,0,0,44.9890866665273,2,1,0,2,16,0,1
306,0,0,53.5632748454326,-2,1,0,4,16,1,1
306,0,0,45.189391590442,-1,1,0,4,16,1,1
306,0,0,51.5754563100692,0,1,0,4,16,1,1
306,0,0,50.654802837414,1,1,0,4,16,1,1
306,0,0,52.6599446558417,2,1,0,4,16,1,1
307,0,0,60.4106472429572,-2,0,0,5,16,1,1
307,0,0,52.9464958431653,-1,0,0,5,16,1,1
307,0,0,55.8246177053897,0,0,0,5,16,1,1
307,0,0,54.8982725788891,1,0,0,5,16,1,1
307,0,0,54.2260619461937,2,0,0,5,16,1,1
308,0,0,46.6205167455144,-2,1,0,4,16,0,0
308,0,0,45.8059113586652,-1,1,0,4,16,0,0
308,0,0,47.0673091285328,0,1,0,4,16,0,0
309,1,1,43.5510837137929,-2,1,1,4,16,0,1
309,1,1,46.6323765237562,-1,1,1,4,16,0,1
309,1,1,49.4880902282497,0,1,1,4,16,0,1
309,1,1,74.361115542682,2,1,1,4,16,0,1
310,0,0,51.6012969511799,-2,1,0,5,16,1,1
310,0,0,61.0607568109121,-1,1,0,5,16,1,1
310,0,0,56.0064045495514,0,1,0,5,16,1,1
310,0,0,55.9196837120067,1,1,0,5,16,1,1
310,0,0,56.5139907033599,2,1,0,5,16,1,1
311,0,0,56.7879889095178,-2,1,0,4,16,1,1
311,0,0,51.754861625321,-1,1,0,4,16,1,1
311,0,0,52.7970192841404,0,1,0,4,16,1,1
311,0,0,53.8814887993562,1,1,0,4,16,1,1
311,0,0,51.4614829543923,2,1,0,4,16,1,1
312,0,0,53.3477651195332,-2,1,0,5,16,1,1
312,0,0,53.9866817411577,-1,1,0,5,16,1,1
312,0,0,55.8936578299068,0,1,0,5,16,1,1
312,0,0,52.8862121904177,1,1,0,5,16,1,1
312,0,0,55.7481921848748,2,1,0,5,16,1,1
313,0,0,50.5010594467514,-2,1,0,3,16,1,1
313,0,0,46.5177889908049,-1,1,0,3,16,1,1
313,0,0,49.8274812136293,0,1,0,3,16,1,1
313,0,0,51.3371194532939,1,1,0,3,16,1,1
313,0,0,51.2426545260604,2,1,0,3,16,1,1
314,1,1,52.1055119385583,-2,0,0,2,16,1,1
314,1,1,49.2647392563713,-1,0,0,2,16,1,1
314,1,1,49.3625442068585,0,0,0,2,16,1,1
314,1,1,55.3866854437649,1,0,0,2,16,1,1
314,1,1,63.0526679398636,2,0,0,2,16,1,1
315,1,0,57.0958662442794,-2,1,1,4,16,1,1
315,1,0,51.0152888845316,-1,1,1,4,16,1,1
315,1,0,48.2324359536874,0,1,1,4,16,1,1
315,1,0,48.7739960038436,1,1,1,4,16,1,1
315,1,0,46.5045182545539,2,1,1,4,16,1,1
316,1,1,49.5575180862132,-2,0,0,4,16,1,1
316,1,1,54.4506471792387,-1,0,0,4,16,1,1
316,1,1,54.380553132309,0,0,0,4,16,1,1
316,1,1,61.2138264214208,1,0,0,4,16,1,1
316,1,1,69.8594313911233,2,0,0,4,16,1,1
317,0,0,37.9832507959744,-2,1,0,4,16,0,1
317,0,0,44.5937270884133,-1,1,0,4,16,0,1
317,0,0,45.7778542927192,0,1,0,4,16,0,1
317,0,0,47.7805426587689,2,1,0,4,16,0,1
318,1,1,47.121620040561,-2,1,0,4,16,1,1
318,1,1,49.3656634919435,-1,1,0,4,16,1,1
318,1,1,50.8158456356527,0,1,0,4,16,1,1
318,1,1,56.2518175770865,1,1,0,4,16,1,1
318,1,1,62.7232244765155,2,1,0,4,16,1,1
319,0,0,48.2766110972638,-2,1,1,4,16,1,1
319,0,0,50.478025861873,-1,1,1,4,16,1,1
319,0,0,49.6975606950647,0,1,1,4,16,1,1
319,0,0,53.3147642533715,1,1,1,4,16,1,1
319,0,0,52.0216824397817,2,1,1,4,16,1,1
320,0,0,46.8017325693683,-2,1,0,5,16,1,1
320,0,0,56.736317354936,-1,1,0,5,16,1,1
320,0,0,56.9649817768741,0,1,0,5,16,1,1
320,0,0,55.3265354185977,1,1,0,5,16,1,1
320,0,0,56.7175637591963,2,1,0,5,16,1,1
321,0,0,38.8917164025721,-2,0,0,4,17,1,1
321,0,0,50.2254484146754,-1,0,0,4,17,1,1
321,0,0,47.3545519497753,0,0,0,4,17,1,1
321,0,0,47.4808870547987,1,0,0,4,17,1,1
321,0,0,46.7429530582446,2,0,0,4,17,1,1
322,1,1,45.4539000365617,-2,1,0,3,17,1,0
322,1,1,47.6581741766376,-1,1,0,3,17,1,0
322,1,1,44.5045351641103,0,1,0,3,17,1,0
322,1,1,46.758579498332,1,1,0,3,17,1,0
323,0,0,40.1044193308659,-2,0,1,4,17,0,1
323,0,0,47.0328483792104,-1,0,1,4,17,0,1
323,0,0,50.0129696741491,0,0,1,4,17,0,1
323,0,0,53.9794783415932,2,0,1,4,17,0,1
324,1,0,46.6556772674078,-2,1,1,3,17,1,1
324,1,0,49.1022896636973,-1,1,1,3,17,1,1
324,1,0,49.1519432406095,0,1,1,3,17,1,1
324,1,0,48.2019140421017,1,1,1,3,17,1,1
324,1,0,46.1294355579006,2,1,1,3,17,1,1
325,0,0,46.1125586071003,-2,0,0,4,17,1,1
325,0,0,44.7184487046335,-1,0,0,4,17,1,1
325,0,0,46.6237769713272,0,0,0,4,17,1,1
325,0,0,43.5682536098447,1,0,0,4,17,1,1
325,0,0,44.5238076694352,2,0,0,4,17,1,1
326,1,1,45.5415682387382,-2,1,0,3,17,1,1
326,1,1,51.0045750476639,-1,1,0,3,17,1,1
326,1,1,49.6956645793805,0,1,0,3,17,1,1
326,1,1,53.7731927038586,1,1,0,3,17,1,1
326,1,1,62.9613683430245,2,1,0,3,17,1,1
327,1,1,48.8638801710782,-2,0,0,4,17,1,1
327,1,1,55.2643365392142,-1,0,0,4,17,1,1
327,1,1,48.4060376750549,0,0,0,4,17,1,1
327,1,1,50.4817936773847,1,0,0,4,17,1,1
327,1,1,62.8628919843405,2,0,0,4,17,1,1
328,0,0,41.5875218446241,-2,1,0,4,17,1,1
328,0,0,47.2108586578012,-1,1,0,4,17,1,1
328,0,0,47.1309001384585,0,1,0,4,17,1,1
328,0,0,46.8826181253014,1,1,0,4,17,1,1
328,0,0,45.3556481423089,2,1,0,4,17,1,1
329,0,0,44.5337336875667,-2,1,0,4,17,1,1
329,0,0,51.004763688521,-1,1,0,4,17,1,1
329,0,0,50.861105704851,0,1,0,4,17,1,1
329,0,0,50.875106570595,1,1,0,4,17,1,1
329,0,0,50.6352452349055,2,1,0,4,17,1,1
330,1,1,52.5581306752891,-2,1,0,4,17,1,1
330,1,1,50.8958272570055,-1,1,0,4,17,1,1
330,1,1,48.2285151064078,0,1,0,4,17,1,1
330,1,1,53.2423990914467,1,1,0,4,17,1,1
330,1,1,60.739946397783,2,1,0,4,17,1,1
331,0,0,47.4741352094509,-2,1,0,3,17,1,1
331,0,0,40.8199668338725,-1,1,0,3,17,1,1
331,0,0,43.4746063725185,0,1,0,3,17,1,1
331,0,0,45.5642103788657,1,1,0,3,17,1,1
331,0,0,40.5062676398725,2,1,0,3,17,1,1
332,1,0,39.1788763095586,-2,0,0,3,17,1,1
332,1,0,37.2091937396634,-1,0,0,3,17,1,1
332,1,0,40.8917813161107,0,0,0,3,17,1,1
332,1,0,39.2564208896105,1,0,0,3,17,1,1
332,1,0,39.1652079693327,2,0,0,3,17,1,1
333,0,0,58.3885167394812,-2,1,0,3,17,1,0
333,0,0,46.766226364588,-1,1,0,3,17,1,0
333,0,0,47.4413613937121,0,1,0,3,17,1,0
333,0,0,44.5911541601537,1,1,0,3,17,1,0
334,0,0,59.2565123932574,-2,0,0,4,17,1,1
334,0,0,58.0875716027266,-1,0,0,4,17,1,1
334,0,0,53.8758660818528,0,0,0,4,17,1,1
334,0,0,55.6764095361959,1,0,0,4,17,1,1
334,0,0,55.4201966823585,2,0,0,4,17,1,1
335,0,0,47.4073962492431,-2,1,0,4,17,1,1
335,0,0,48.7837019994226,-1,1,0,4,17,1,1
335,0,0,51.9277212409798,0,1,0,4,17,1,1
335,0,0,50.8135710397966,1,1,0,4,17,1,1
335,0,0,54.3176365172317,2,1,0,4,17,1,1
336,0,0,48.9029347673885,-2,1,0,4,17,1,1
336,0,0,51.56227204593,-1,1,0,4,17,1,1
336,0,0,53.1196602197391,0,1,0,4,17,1,1
336,0,0,58.2030894837474,1,1,0,4,17,1,1
336,0,0,52.4208785084008,2,1,0,4,17,1,1
337,1,1,50.0951224327807,-2,1,0,3,17,0,1
337,1,1,54.5812442975674,-1,1,0,3,17,0,1
337,1,1,52.3842784389344,0,1,0,3,17,0,1
337,1,1,63.2111372653568,2,1,0,3,17,0,1
338,1,0,50.9195795274404,-2,0,0,5,17,1,1
338,1,0,51.0323895596051,-1,0,0,5,17,1,1
338,1,0,50.275856945425,0,0,0,5,17,1,1
338,1,0,49.0424465531013,1,0,0,5,17,1,1
338,1,0,49.5848391172764,2,0,0,5,17,1,1
339,0,0,45.8092624906748,-2,1,1,3,17,0,1
339,0,0,39.7619681233708,-1,1,1,3,17,0,1
339,0,0,44.5115729462847,0,1,1,3,17,0,1
339,0,0,43.0274849558273,2,1,1,3,17,0,1
340,1,1,44.9128514881044,-2,0,0,3,17,1,1
340,1,1,50.124421240946,-1,0,0,3,17,1,1
340,1,1,49.9273921719482,0,0,0,3,17,1,1
340,1,1,57.0568190202851,1,0,0,3,17,1,1
340,1,1,61.5904755339959,2,0,0,3,17,1,1
341,1,0,47.9257290043885,-2,1,1,4,18,1,1
341,1,0,47.1001888788605,-1,1,1,4,18,1,1
341,1,0,53.7622537921176,0,1,1,4,18,1,1
341,1,0,53.1059950356046,1,1,1,4,18,1,1
341,1,0,56.4013555122303,2,1,1,4,18,1,1
342,0,0,41.6154358931524,-2,1,0,3,18,0,1
342,0,0,36.7792809966526,-1,1,0,3,18,0,1
342,0,0,37.9720792359329,0,1,0,3,18,0,1
342,0,0,38.0462527602775,2,1,0,3,18,0,1
343,0,0,47.1867035211681,-2,0,0,3,18,1,1
343,0,0,43.7333133626351,-1,0,0,3,18,1,1
343,0,0,46.2405222104599,0,0,0,3,18,1,1
343,0,0,46.9340940609258,1,0,0,3,18,1,1
343,0,0,44.8302263961973,2,0,0,3,18,1,1
344,0,0,52.3099591916164,-2,1,1,4,18,1,1
344,0,0,54.0443737962079,-1,1,1,4,18,1,1
344,0,0,52.1976743884052,0,1,1,4,18,1,1
344,0,0,51.3897211624482,1,1,1,4,18,1,1
344,0,0,55.1716367734795,2,1,1,4,18,1,1
345,1,0,44.9267098488712,-2,1,1,4,18,0,1
345,1,0,51.4962453006655,-1,1,1,4,18,0,1
345,1,0,50.3834136467471,0,1,1,4,18,0,1
345,1,0,50.7624961807729,2,1,1,4,18,0,1
346,0,0,41.1457411677732,-2,0,0,4,18,1,1
346,0,0,55.4110106867407,-1,0,0,4,18,1,1
346,0,0,51.2076593711269,0,0,0,4,18,1,1
346,0,0,51.9824661253207,1,0,0,4,18,1,1
346,0,0,49.1531678262019,2,0,0,4,18,1,1
347,0,0,53.0940224592458,-2,1,0,3,18,1,1
347,0,0,47.7385423705891,-1,1,0,3,18,1,1
347,0,0,50.1568506396726,0,1,0,3,18,1,1
347,0,0,49.227311449729,1,1,0,3,18,1,1
347,0,0,49.3764114624444,2,1,0,3,18,1,1
348,1,0,48.6034563516432,-2,1,1,3,18,0,1
348,1,0,50.5792991996417,-1,1,1,3,18,0,1
348,1,0,50.4153150080345,0,1,1,3,18,0,1
348,1,0,54.5011170897152,2,1,1,3,18,0,1
349,1,1,46.643725309917,-2,1,0,4,18,0,1
349,1,1,42.853821207953,-1,1,0,4,18,0,1
349,1,1,48.7576807027057,0,1,0,4,18,0,1
349,1,1,64.4450327448038,2,1,0,4,18,0,1
350,1,1,47.1759617752466,-2,0,0,3,18,1,1
350,1,1,44.9513199913395,-1,0,0,3,18,1,1
350,1,1,45.813181964209,0,0,0,3,18,1,1
350,1,1,51.7992890529487,1,0,0,3,18,1,1
350,1,1,56.0891427858872,2,0,0,3,18,1,1
351,0,0,44.7219115606868,-2,0,0,2,18,0,1
351,0,0,46.1187285690014,-1,0,0,2,18,0,1
351,0,0,44.8318451291379,0,0,0,2,18,0,1
351,0,0,41.6532066532446,2,0,0,2,18,0,1
352,1,1,51.2207513077099,-2,1,0,3,18,1,1
352,1,1,49.9256887891601,-1,1,0,3,18,1,1
